'Elapsed time','ii'
'0:01.163',-0.163
'0:01.164',-0.158
'0:01.165',-0.165
'0:01.166',-0.172
'0:01.167',-0.172
'0:01.168',-0.166
'0:01.169',-0.161
'0:01.170',-0.157
'0:01.171',-0.152
'0:01.172',-0.152
'0:01.173',-0.154
'0:01.174',-0.155
'0:01.175',-0.147
'0:01.176',-0.141
'0:01.177',-0.129
'0:01.178',-0.129
'0:01.179',-0.140
'0:01.180',-0.141
'0:01.181',-0.138
'0:01.182',-0.131
'0:01.183',-0.147
'0:01.184',-0.161
'0:01.185',-0.159
'0:01.186',-0.150
'0:01.187',-0.142
'0:01.188',-0.132
'0:01.189',-0.130
'0:01.190',-0.140
'0:01.191',-0.127
'0:01.192',-0.120
'0:01.193',-0.120
'0:01.194',-0.114
'0:01.195',-0.108
'0:01.196',-0.106
'0:01.197',-0.103
'0:01.198',-0.098
'0:01.199',-0.098
'0:01.200',-0.098
'0:01.201',-0.093
'0:01.202',-0.089
'0:01.203',-0.085
'0:01.204',-0.077
'0:01.205',-0.076
'0:01.206',-0.070
'0:01.207',-0.072
'0:01.208',-0.075
'0:01.209',-0.067
'0:01.210',-0.072
'0:01.211',-0.058
'0:01.212',-0.043
'0:01.213',-0.067
'0:01.214',-0.069
'0:01.215',-0.050
'0:01.216',-0.040
'0:01.217',-0.034
'0:01.218',-0.033
'0:01.219',-0.036
'0:01.220',-0.049
'0:01.221',-0.049
'0:01.222',-0.043
'0:01.223',-0.041
'0:01.224',-0.041
'0:01.225',-0.051
'0:01.226',-0.054
'0:01.227',-0.064
'0:01.228',-0.067
'0:01.229',-0.059
'0:01.230',-0.069
'0:01.231',-0.064
'0:01.232',-0.053
'0:01.233',-0.055
'0:01.234',-0.047
'0:01.235',-0.042
'0:01.236',-0.037
'0:01.237',-0.030
'0:01.238',-0.029
'0:01.239',-0.035
'0:01.240',-0.044
'0:01.241',-0.047
'0:01.242',-0.050
'0:01.243',-0.050
'0:01.244',-0.049
'0:01.245',-0.046
'0:01.246',-0.042
'0:01.247',-0.042
'0:01.248',-0.049
'0:01.249',-0.052
'0:01.250',-0.044
'0:01.251',-0.036
'0:01.252',-0.034
'0:01.253',-0.031
'0:01.254',-0.030
'0:01.255',-0.035
'0:01.256',-0.035
'0:01.257',-0.033
'0:01.258',-0.043
'0:01.259',-0.050
'0:01.260',-0.052
'0:01.261',-0.048
'0:01.262',-0.045
'0:01.263',-0.053
'0:01.264',-0.053
'0:01.265',-0.056
'0:01.266',-0.056
'0:01.267',-0.052
'0:01.268',-0.070
'0:01.269',-0.068
'0:01.270',-0.046
'0:01.271',-0.074
'0:01.272',-0.097
'0:01.273',-0.094
'0:01.274',-0.105
'0:01.275',-0.116
'0:01.276',-0.121
'0:01.277',-0.126
'0:01.278',-0.134
'0:01.279',-0.141
'0:01.280',-0.146
'0:01.281',-0.147
'0:01.282',-0.143
'0:01.283',-0.150
'0:01.284',-0.143
'0:01.285',-0.132
'0:01.286',-0.154
'0:01.287',-0.181
'0:01.288',-0.180
'0:01.289',-0.175
'0:01.290',-0.176
'0:01.291',-0.181
'0:01.292',-0.185
'0:01.293',-0.184
'0:01.294',-0.187
'0:01.295',-0.192
'0:01.296',-0.206
'0:01.297',-0.194
'0:01.298',-0.183
'0:01.299',-0.203
'0:01.300',-0.202
'0:01.301',-0.195
'0:01.302',-0.193
'0:01.303',-0.202
'0:01.304',-0.212
'0:01.305',-0.202
'0:01.306',-0.196
'0:01.307',-0.193
'0:01.308',-0.190
'0:01.309',-0.197
'0:01.310',-0.200
'0:01.311',-0.198
'0:01.312',-0.197
'0:01.313',-0.189
'0:01.314',-0.191
'0:01.315',-0.196
'0:01.316',-0.190
'0:01.317',-0.182
'0:01.318',-0.183
'0:01.319',-0.194
'0:01.320',-0.195
'0:01.321',-0.194
'0:01.322',-0.196
'0:01.323',-0.194
'0:01.324',-0.192
'0:01.325',-0.185
'0:01.326',-0.187
'0:01.327',-0.176
'0:01.328',-0.174
'0:01.329',-0.182
'0:01.330',-0.168
'0:01.331',-0.186
'0:01.332',-0.207
'0:01.333',-0.195
'0:01.334',-0.169
'0:01.335',-0.162
'0:01.336',-0.171
'0:01.337',-0.172
'0:01.338',-0.170
'0:01.339',-0.176
'0:01.340',-0.193
'0:01.341',-0.189
'0:01.342',-0.182
'0:01.343',-0.185
'0:01.344',-0.193
'0:01.345',-0.198
'0:01.346',-0.206
'0:01.347',-0.223
'0:01.348',-0.235
'0:01.349',-0.252
'0:01.350',-0.273
'0:01.351',-0.294
'0:01.352',-0.316
'0:01.353',-0.338
'0:01.354',-0.350
'0:01.355',-0.359
'0:01.356',-0.370
'0:01.357',-0.379
'0:01.358',-0.393
'0:01.359',-0.409
'0:01.360',-0.421
'0:01.361',-0.426
'0:01.362',-0.432
'0:01.363',-0.450
'0:01.364',-0.462
'0:01.365',-0.463
'0:01.366',-0.461
'0:01.367',-0.462
'0:01.368',-0.469
'0:01.369',-0.469
'0:01.370',-0.467
'0:01.371',-0.468
'0:01.372',-0.463
'0:01.373',-0.451
'0:01.374',-0.432
'0:01.375',-0.424
'0:01.376',-0.402
'0:01.377',-0.380
'0:01.378',-0.376
'0:01.379',-0.353
'0:01.380',-0.356
'0:01.381',-0.357
'0:01.382',-0.332
'0:01.383',-0.316
'0:01.384',-0.291
'0:01.385',-0.266
'0:01.386',-0.264
'0:01.387',-0.267
'0:01.388',-0.259
'0:01.389',-0.273
'0:01.390',-0.299
'0:01.391',-0.305
'0:01.392',-0.317
'0:01.393',-0.379
'0:01.394',-0.439
'0:01.395',-0.458
'0:01.396',-0.462
'0:01.397',-0.474
'0:01.398',-0.505
'0:01.399',-0.539
'0:01.400',-0.565
'0:01.401',-0.593
'0:01.402',-0.621
'0:01.403',-0.647
'0:01.404',-0.642
'0:01.405',-0.649
'0:01.406',-0.680
'0:01.407',-0.669
'0:01.408',-0.653
'0:01.409',-0.637
'0:01.410',-0.607
'0:01.411',-0.588
'0:01.412',-0.576
'0:01.413',-0.577
'0:01.414',-0.569
'0:01.415',-0.548
'0:01.416',-0.525
'0:01.417',-0.495
'0:01.418',-0.473
'0:01.419',-0.455
'0:01.420',-0.459
'0:01.421',-0.456
'0:01.422',-0.445
'0:01.423',-0.441
'0:01.424',-0.439
'0:01.425',-0.438
'0:01.426',-0.424
'0:01.427',-0.454
'0:01.428',-0.479
'0:01.429',-0.466
'0:01.430',-0.433
'0:01.431',-0.406
'0:01.432',-0.399
'0:01.433',-0.391
'0:01.434',-0.389
'0:01.435',-0.375
'0:01.436',-0.365
'0:01.437',-0.368
'0:01.438',-0.358
'0:01.439',-0.350
'0:01.440',-0.364
'0:01.441',-0.355
'0:01.442',-0.351
'0:01.443',-0.358
'0:01.444',-0.360
'0:01.445',-0.368
'0:01.446',-0.368
'0:01.447',-0.370
'0:01.448',-0.365
'0:01.449',-0.359
'0:01.450',-0.358
'0:01.451',-0.348
'0:01.452',-0.337
'0:01.453',-0.326
'0:01.454',-0.314
'0:01.455',-0.295
'0:01.456',-0.281
'0:01.457',-0.271
'0:01.458',-0.256
'0:01.459',-0.240
'0:01.460',-0.222
'0:01.461',-0.208
'0:01.462',-0.200
'0:01.463',-0.185
'0:01.464',-0.176
'0:01.465',-0.173
'0:01.466',-0.167
'0:01.467',-0.158
'0:01.468',-0.146
'0:01.469',-0.126
'0:01.470',-0.116
'0:01.471',-0.121
'0:01.472',-0.120
'0:01.473',-0.125
'0:01.474',-0.131
'0:01.475',-0.120
'0:01.476',-0.114
'0:01.477',-0.121
'0:01.478',-0.120
'0:01.479',-0.110
'0:01.480',-0.112
'0:01.481',-0.125
'0:01.482',-0.105
'0:01.483',-0.089
'0:01.484',-0.111
'0:01.485',-0.115
'0:01.486',-0.126
'0:01.487',-0.133
'0:01.488',-0.122
'0:01.489',-0.125
'0:01.490',-0.130
'0:01.491',-0.138
'0:01.492',-0.135
'0:01.493',-0.116
'0:01.494',-0.110
'0:01.495',-0.113
'0:01.496',-0.123
'0:01.497',-0.132
'0:01.498',-0.134
'0:01.499',-0.129
'0:01.500',-0.138
'0:01.501',-0.158
'0:01.502',-0.160
'0:01.503',-0.153
'0:01.504',-0.153
'0:01.505',-0.153
'0:01.506',-0.156
'0:01.507',-0.159
'0:01.508',-0.152
'0:01.509',-0.145
'0:01.510',-0.143
'0:01.511',-0.145
'0:01.512',-0.146
'0:01.513',-0.141
'0:01.514',-0.138
'0:01.515',-0.140
'0:01.516',-0.138
'0:01.517',-0.130
'0:01.518',-0.135
'0:01.519',-0.143
'0:01.520',-0.143
'0:01.521',-0.139
'0:01.522',-0.139
'0:01.523',-0.136
'0:01.524',-0.138
'0:01.525',-0.146
'0:01.526',-0.155
'0:01.527',-0.152
'0:01.528',-0.137
'0:01.529',-0.150
'0:01.530',-0.159
'0:01.531',-0.144
'0:01.532',-0.139
'0:01.533',-0.130
'0:01.534',-0.141
'0:01.535',-0.149
'0:01.536',-0.135
'0:01.537',-0.143
'0:01.538',-0.143
'0:01.539',-0.134
'0:01.540',-0.134
'0:01.541',-0.138
'0:01.542',-0.141
'0:01.543',-0.134
'0:01.544',-0.142
'0:01.545',-0.145
'0:01.546',-0.149
'0:01.547',-0.159
'0:01.548',-0.160
'0:01.549',-0.152
'0:01.550',-0.145
'0:01.551',-0.147
'0:01.552',-0.149
'0:01.553',-0.146
'0:01.554',-0.149
'0:01.555',-0.171
'0:01.556',-0.168
'0:01.557',-0.158
'0:01.558',-0.162
'0:01.559',-0.160
'0:01.560',-0.168
'0:01.561',-0.175
'0:01.562',-0.178
'0:01.563',-0.181
'0:01.564',-0.186
'0:01.565',-0.186
'0:01.566',-0.191
'0:01.567',-0.194
'0:01.568',-0.188
'0:01.569',-0.188
'0:01.570',-0.192
'0:01.571',-0.196
'0:01.572',-0.194
'0:01.573',-0.194
'0:01.574',-0.200
'0:01.575',-0.203
'0:01.576',-0.198
'0:01.577',-0.194
'0:01.578',-0.196
'0:01.579',-0.198
'0:01.580',-0.205
'0:01.581',-0.215
'0:01.582',-0.218
'0:01.583',-0.221
'0:01.584',-0.226
'0:01.585',-0.225
'0:01.586',-0.223
'0:01.587',-0.227
'0:01.588',-0.239
'0:01.589',-0.239
'0:01.590',-0.242
'0:01.591',-0.245
'0:01.592',-0.243
'0:01.593',-0.242
'0:01.594',-0.234
'0:01.595',-0.238
'0:01.596',-0.226
'0:01.597',-0.234
'0:01.598',-0.276
'0:01.599',-0.267
'0:01.600',-0.252
'0:01.601',-0.243
'0:01.602',-0.244
'0:01.603',-0.291
'0:01.604',-0.308
'0:01.605',-0.293
'0:01.606',-0.297
'0:01.607',-0.302
'0:01.608',-0.303
'0:01.609',-0.308
'0:01.610',-0.307
'0:01.611',-0.311
'0:01.612',-0.316
'0:01.613',-0.315
'0:01.614',-0.320
'0:01.615',-0.322
'0:01.616',-0.326
'0:01.617',-0.325
'0:01.618',-0.318
'0:01.619',-0.319
'0:01.620',-0.315
'0:01.621',-0.317
'0:01.622',-0.324
'0:01.623',-0.331
'0:01.624',-0.339
'0:01.625',-0.341
'0:01.626',-0.343
'0:01.627',-0.345
'0:01.628',-0.344
'0:01.629',-0.346
'0:01.630',-0.354
'0:01.631',-0.368
'0:01.632',-0.369
'0:01.633',-0.348
'0:01.634',-0.347
'0:01.635',-0.349
'0:01.636',-0.355
'0:01.637',-0.361
'0:01.638',-0.345
'0:01.639',-0.362
'0:01.640',-0.382
'0:01.641',-0.389
'0:01.642',-0.390
'0:01.643',-0.373
'0:01.644',-0.372
'0:01.645',-0.385
'0:01.646',-0.391
'0:01.647',-0.382
'0:01.648',-0.366
'0:01.649',-0.359
'0:01.650',-0.367
'0:01.651',-0.369
'0:01.652',-0.366
'0:01.653',-0.361
'0:01.654',-0.360
'0:01.655',-0.366
'0:01.656',-0.362
'0:01.657',-0.362
'0:01.658',-0.364
'0:01.659',-0.363
'0:01.660',-0.366
'0:01.661',-0.365
'0:01.662',-0.365
'0:01.663',-0.365
'0:01.664',-0.367
'0:01.665',-0.367
'0:01.666',-0.368
'0:01.667',-0.366
'0:01.668',-0.364
'0:01.669',-0.358
'0:01.670',-0.350
'0:01.671',-0.348
'0:01.672',-0.344
'0:01.673',-0.340
'0:01.674',-0.337
'0:01.675',-0.337
'0:01.676',-0.338
'0:01.677',-0.338
'0:01.678',-0.336
'0:01.679',-0.335
'0:01.680',-0.335
'0:01.681',-0.331
'0:01.682',-0.329
'0:01.683',-0.333
'0:01.684',-0.332
'0:01.685',-0.330
'0:01.686',-0.333
'0:01.687',-0.328
'0:01.688',-0.321
'0:01.689',-0.325
'0:01.690',-0.323
'0:01.691',-0.321
'0:01.692',-0.315
'0:01.693',-0.301
'0:01.694',-0.297
'0:01.695',-0.300
'0:01.696',-0.297
'0:01.697',-0.300
'0:01.698',-0.300
'0:01.699',-0.293
'0:01.700',-0.299
'0:01.701',-0.293
'0:01.702',-0.282
'0:01.703',-0.291
'0:01.704',-0.295
'0:01.705',-0.282
'0:01.706',-0.271
'0:01.707',-0.291
'0:01.708',-0.287
'0:01.709',-0.249
'0:01.710',-0.255
'0:01.711',-0.278
'0:01.712',-0.277
'0:01.713',-0.272
'0:01.714',-0.255
'0:01.715',-0.235
'0:01.716',-0.246
'0:01.717',-0.261
'0:01.718',-0.260
'0:01.719',-0.243
'0:01.720',-0.240
'0:01.721',-0.259
'0:01.722',-0.253
'0:01.723',-0.253
'0:01.724',-0.254
'0:01.725',-0.243
'0:01.726',-0.251
'0:01.727',-0.252
'0:01.728',-0.244
'0:01.729',-0.242
'0:01.730',-0.237
'0:01.731',-0.231
'0:01.732',-0.228
'0:01.733',-0.225
'0:01.734',-0.216
'0:01.735',-0.217
'0:01.736',-0.214
'0:01.737',-0.208
'0:01.738',-0.209
'0:01.739',-0.210
'0:01.740',-0.216
'0:01.741',-0.217
'0:01.742',-0.217
'0:01.743',-0.219
'0:01.744',-0.221
'0:01.745',-0.222
'0:01.746',-0.224
'0:01.747',-0.224
'0:01.748',-0.223
'0:01.749',-0.223
'0:01.750',-0.218
'0:01.751',-0.222
'0:01.752',-0.218
'0:01.753',-0.217
'0:01.754',-0.215
'0:01.755',-0.214
'0:01.756',-0.225
'0:01.757',-0.212
'0:01.758',-0.205
'0:01.759',-0.196
'0:01.760',-0.198
'0:01.761',-0.185
'0:01.762',-0.175
'0:01.763',-0.207
'0:01.764',-0.206
'0:01.765',-0.209
'0:01.766',-0.204
'0:01.767',-0.201
'0:01.768',-0.210
'0:01.769',-0.208
'0:01.770',-0.195
'0:01.771',-0.184
'0:01.772',-0.194
'0:01.773',-0.185
'0:01.774',-0.182
'0:01.775',-0.188
'0:01.776',-0.197
'0:01.777',-0.204
'0:01.778',-0.199
'0:01.779',-0.187
'0:01.780',-0.192
'0:01.781',-0.205
'0:01.782',-0.202
'0:01.783',-0.193
'0:01.784',-0.192
'0:01.785',-0.198
'0:01.786',-0.198
'0:01.787',-0.186
'0:01.788',-0.171
'0:01.789',-0.189
'0:01.790',-0.199
'0:01.791',-0.188
'0:01.792',-0.182
'0:01.793',-0.184
'0:01.794',-0.195
'0:01.795',-0.180
'0:01.796',-0.166
'0:01.797',-0.162
'0:01.798',-0.166
'0:01.799',-0.179
'0:01.800',-0.184
'0:01.801',-0.182
'0:01.802',-0.177
'0:01.803',-0.184
'0:01.804',-0.198
'0:01.805',-0.184
'0:01.806',-0.171
'0:01.807',-0.187
'0:01.808',-0.196
'0:01.809',-0.195
'0:01.810',-0.183
'0:01.811',-0.176
'0:01.812',-0.184
'0:01.813',-0.176
'0:01.814',-0.172
'0:01.815',-0.172
'0:01.816',-0.169
'0:01.817',-0.173
'0:01.818',-0.174
'0:01.819',-0.178
'0:01.820',-0.176
'0:01.821',-0.178
'0:01.822',-0.178
'0:01.823',-0.174
'0:01.824',-0.181
'0:01.825',-0.171
'0:01.826',-0.179
'0:01.827',-0.192
'0:01.828',-0.189
'0:01.829',-0.182
'0:01.830',-0.174
'0:01.831',-0.177
'0:01.832',-0.174
'0:01.833',-0.169
'0:01.834',-0.166
'0:01.835',-0.165
'0:01.836',-0.160
'0:01.837',-0.162
'0:01.838',-0.165
'0:01.839',-0.167
'0:01.840',-0.174
'0:01.841',-0.173
'0:01.842',-0.164
'0:01.843',-0.160
'0:01.844',-0.170
'0:01.845',-0.165
'0:01.846',-0.170
'0:01.847',-0.172
'0:01.848',-0.158
'0:01.849',-0.158
'0:01.850',-0.163
'0:01.851',-0.158
'0:01.852',-0.155
'0:01.853',-0.145
'0:01.854',-0.147
'0:01.855',-0.140
'0:01.856',-0.131
'0:01.857',-0.157
'0:01.858',-0.154
'0:01.859',-0.152
'0:01.860',-0.150
'0:01.861',-0.142
'0:01.862',-0.148
'0:01.863',-0.149
'0:01.864',-0.158
'0:01.865',-0.153
'0:01.866',-0.150
'0:01.867',-0.149
'0:01.868',-0.139
'0:01.869',-0.132
'0:01.870',-0.120
'0:01.871',-0.131
'0:01.872',-0.132
'0:01.873',-0.118
'0:01.874',-0.117
'0:01.875',-0.112
'0:01.876',-0.116
'0:01.877',-0.109
'0:01.878',-0.109
'0:01.879',-0.136
'0:01.880',-0.152
'0:01.881',-0.141
'0:01.882',-0.124
'0:01.883',-0.120
'0:01.884',-0.136
'0:01.885',-0.144
'0:01.886',-0.144
'0:01.887',-0.139
'0:01.888',-0.130
'0:01.889',-0.130
'0:01.890',-0.131
'0:01.891',-0.130
'0:01.892',-0.127
'0:01.893',-0.117
'0:01.894',-0.119
'0:01.895',-0.110
'0:01.896',-0.082
'0:01.897',-0.100
'0:01.898',-0.130
'0:01.899',-0.136
'0:01.900',-0.128
'0:01.901',-0.129
'0:01.902',-0.134
'0:01.903',-0.127
'0:01.904',-0.129
'0:01.905',-0.126
'0:01.906',-0.125
'0:01.907',-0.128
'0:01.908',-0.123
'0:01.909',-0.120
'0:01.910',-0.118
'0:01.911',-0.116
'0:01.912',-0.114
'0:01.913',-0.110
'0:01.914',-0.107
'0:01.915',-0.103
'0:01.916',-0.099
'0:01.917',-0.091
'0:01.918',-0.083
'0:01.919',-0.090
'0:01.920',-0.086
'0:01.921',-0.081
'0:01.922',-0.078
'0:01.923',-0.077
'0:01.924',-0.071
'0:01.925',-0.058
'0:01.926',-0.066
'0:01.927',-0.061
'0:01.928',-0.059
'0:01.929',-0.071
'0:01.930',-0.071
'0:01.931',-0.062
'0:01.932',-0.044
'0:01.933',-0.039
'0:01.934',-0.042
'0:01.935',-0.044
'0:01.936',-0.046
'0:01.937',-0.036
'0:01.938',-0.041
'0:01.939',-0.061
'0:01.940',-0.056
'0:01.941',-0.047
'0:01.942',-0.037
'0:01.943',-0.023
'0:01.944',-0.025
'0:01.945',-0.029
'0:01.946',-0.022
'0:01.947',-0.015
'0:01.948',-0.011
'0:01.949',-0.007
'0:01.950',-0.013
'0:01.951',-0.009
'0:01.952',-0.004
'0:01.953',-0.007
'0:01.954',-0.004
'0:01.955',-0.003
'0:01.956',-0.005
'0:01.957',-0.004
'0:01.958',-0.006
'0:01.959',-0.004
'0:01.960',0.004
'0:01.961',-0.001
'0:01.962',-0.002
'0:01.963',0.005
'0:01.964',0.011
'0:01.965',0.013
'0:01.966',0.009
'0:01.967',0.011
'0:01.968',0.015
'0:01.969',0.016
'0:01.970',0.017
'0:01.971',0.018
'0:01.972',0.021
'0:01.973',0.015
'0:01.974',0.020
'0:01.975',0.043
'0:01.976',0.013
'0:01.977',-0.008
'0:01.978',0.018
'0:01.979',-0.002
'0:01.980',-0.015
'0:01.981',-0.003
'0:01.982',0.010
'0:01.983',0.018
'0:01.984',0.015
'0:01.985',-0.001
'0:01.986',0.006
'0:01.987',0.007
'0:01.988',-0.029
'0:01.989',-0.025
'0:01.990',-0.021
'0:01.991',-0.018
'0:01.992',-0.004
'0:01.993',-0.011
'0:01.994',-0.015
'0:01.995',-0.026
'0:01.996',-0.024
'0:01.997',-0.021
'0:01.998',-0.038
'0:01.999',-0.045
'0:02.000',-0.040
'0:02.001',-0.043
'0:02.002',-0.056
'0:02.003',-0.067
'0:02.004',-0.068
'0:02.005',-0.068
'0:02.006',-0.075
'0:02.007',-0.075
'0:02.008',-0.075
'0:02.009',-0.077
'0:02.010',-0.079
'0:02.011',-0.083
'0:02.012',-0.083
'0:02.013',-0.089
'0:02.014',-0.087
'0:02.015',-0.086
'0:02.016',-0.090
'0:02.017',-0.096
'0:02.018',-0.101
'0:02.019',-0.101
'0:02.020',-0.106
'0:02.021',-0.124
'0:02.022',-0.138
'0:02.023',-0.126
'0:02.024',-0.115
'0:02.025',-0.106
'0:02.026',-0.102
'0:02.027',-0.105
'0:02.028',-0.114
'0:02.029',-0.118
'0:02.030',-0.124
'0:02.031',-0.121
'0:02.032',-0.117
'0:02.033',-0.119
'0:02.034',-0.095
'0:02.035',-0.087
'0:02.036',-0.080
'0:02.037',-0.075
'0:02.038',-0.110
'0:02.039',-0.117
'0:02.040',-0.108
'0:02.041',-0.106
'0:02.042',-0.105
'0:02.043',-0.110
'0:02.044',-0.108
'0:02.045',-0.104
'0:02.046',-0.105
'0:02.047',-0.106
'0:02.048',-0.108
'0:02.049',-0.117
'0:02.050',-0.127
'0:02.051',-0.130
'0:02.052',-0.130
'0:02.053',-0.132
'0:02.054',-0.128
'0:02.055',-0.125
'0:02.056',-0.125
'0:02.057',-0.127
'0:02.058',-0.130
'0:02.059',-0.133
'0:02.060',-0.115
'0:02.061',-0.098
'0:02.062',-0.113
'0:02.063',-0.121
'0:02.064',-0.119
'0:02.065',-0.119
'0:02.066',-0.110
'0:02.067',-0.107
'0:02.068',-0.099
'0:02.069',-0.084
'0:02.070',-0.098
'0:02.071',-0.119
'0:02.072',-0.124
'0:02.073',-0.126
'0:02.074',-0.129
'0:02.075',-0.125
'0:02.076',-0.153
'0:02.077',-0.202
'0:02.078',-0.225
'0:02.079',-0.248
'0:02.080',-0.267
'0:02.081',-0.284
'0:02.082',-0.311
'0:02.083',-0.323
'0:02.084',-0.329
'0:02.085',-0.340
'0:02.086',-0.347
'0:02.087',-0.361
'0:02.088',-0.384
'0:02.089',-0.387
'0:02.090',-0.386
'0:02.091',-0.396
'0:02.092',-0.398
'0:02.093',-0.394
'0:02.094',-0.395
'0:02.095',-0.404
'0:02.096',-0.407
'0:02.097',-0.419
'0:02.098',-0.415
'0:02.099',-0.408
'0:02.100',-0.402
'0:02.101',-0.392
'0:02.102',-0.396
'0:02.103',-0.383
'0:02.104',-0.360
'0:02.105',-0.357
'0:02.106',-0.360
'0:02.107',-0.344
'0:02.108',-0.323
'0:02.109',-0.299
'0:02.110',-0.267
'0:02.111',-0.245
'0:02.112',-0.227
'0:02.113',-0.196
'0:02.114',-0.187
'0:02.115',-0.173
'0:02.116',-0.166
'0:02.117',-0.191
'0:02.118',-0.217
'0:02.119',-0.247
'0:02.120',-0.292
'0:02.121',-0.351
'0:02.122',-0.391
'0:02.123',-0.408
'0:02.124',-0.433
'0:02.125',-0.455
'0:02.126',-0.469
'0:02.127',-0.506
'0:02.128',-0.552
'0:02.129',-0.577
'0:02.130',-0.594
'0:02.131',-0.608
'0:02.132',-0.603
'0:02.133',-0.592
'0:02.134',-0.595
'0:02.135',-0.604
'0:02.136',-0.594
'0:02.137',-0.580
'0:02.138',-0.562
'0:02.139',-0.536
'0:02.140',-0.522
'0:02.141',-0.506
'0:02.142',-0.498
'0:02.143',-0.470
'0:02.144',-0.439
'0:02.145',-0.443
'0:02.146',-0.445
'0:02.147',-0.433
'0:02.148',-0.415
'0:02.149',-0.397
'0:02.150',-0.389
'0:02.151',-0.385
'0:02.152',-0.389
'0:02.153',-0.389
'0:02.154',-0.388
'0:02.155',-0.390
'0:02.156',-0.376
'0:02.157',-0.373
'0:02.158',-0.367
'0:02.159',-0.354
'0:02.160',-0.348
'0:02.161',-0.343
'0:02.162',-0.343
'0:02.163',-0.336
'0:02.164',-0.329
'0:02.165',-0.326
'0:02.166',-0.330
'0:02.167',-0.326
'0:02.168',-0.315
'0:02.169',-0.310
'0:02.170',-0.314
'0:02.171',-0.311
'0:02.172',-0.313
'0:02.173',-0.316
'0:02.174',-0.320
'0:02.175',-0.329
'0:02.176',-0.329
'0:02.177',-0.327
'0:02.178',-0.318
'0:02.179',-0.308
'0:02.180',-0.288
'0:02.181',-0.280
'0:02.182',-0.290
'0:02.183',-0.276
'0:02.184',-0.268
'0:02.185',-0.263
'0:02.186',-0.244
'0:02.187',-0.226
'0:02.188',-0.207
'0:02.189',-0.181
'0:02.190',-0.169
'0:02.191',-0.172
'0:02.192',-0.161
'0:02.193',-0.147
'0:02.194',-0.132
'0:02.195',-0.118
'0:02.196',-0.117
'0:02.197',-0.102
'0:02.198',-0.102
'0:02.199',-0.117
'0:02.200',-0.104
'0:02.201',-0.102
'0:02.202',-0.101
'0:02.203',-0.100
'0:02.204',-0.102
'0:02.205',-0.103
'0:02.206',-0.105
'0:02.207',-0.101
'0:02.208',-0.093
'0:02.209',-0.089
'0:02.210',-0.094
'0:02.211',-0.091
'0:02.212',-0.097
'0:02.213',-0.101
'0:02.214',-0.094
'0:02.215',-0.086
'0:02.216',-0.083
'0:02.217',-0.084
'0:02.218',-0.081
'0:02.219',-0.091
'0:02.220',-0.091
'0:02.221',-0.086
'0:02.222',-0.082
'0:02.223',-0.076
'0:02.224',-0.099
'0:02.225',-0.114
'0:02.226',-0.110
'0:02.227',-0.113
'0:02.228',-0.105
'0:02.229',-0.089
'0:02.230',-0.088
'0:02.231',-0.095
'0:02.232',-0.090
'0:02.233',-0.064
'0:02.234',-0.077
'0:02.235',-0.110
'0:02.236',-0.104
'0:02.237',-0.093
'0:02.238',-0.090
'0:02.239',-0.091
'0:02.240',-0.093
'0:02.241',-0.088
'0:02.242',-0.088
'0:02.243',-0.098
'0:02.244',-0.099
'0:02.245',-0.124
'0:02.246',-0.134
'0:02.247',-0.121
'0:02.248',-0.115
'0:02.249',-0.102
'0:02.250',-0.107
'0:02.251',-0.108
'0:02.252',-0.100
'0:02.253',-0.098
'0:02.254',-0.102
'0:02.255',-0.100
'0:02.256',-0.102
'0:02.257',-0.104
'0:02.258',-0.099
'0:02.259',-0.111
'0:02.260',-0.119
'0:02.261',-0.121
'0:02.262',-0.126
'0:02.263',-0.126
'0:02.264',-0.128
'0:02.265',-0.132
'0:02.266',-0.133
'0:02.267',-0.133
'0:02.268',-0.136
'0:02.269',-0.126
'0:02.270',-0.118
'0:02.271',-0.120
'0:02.272',-0.118
'0:02.273',-0.114
'0:02.274',-0.106
'0:02.275',-0.112
'0:02.276',-0.095
'0:02.277',-0.086
'0:02.278',-0.093
'0:02.279',-0.095
'0:02.280',-0.121
'0:02.281',-0.138
'0:02.282',-0.133
'0:02.283',-0.128
'0:02.284',-0.144
'0:02.285',-0.150
'0:02.286',-0.150
'0:02.287',-0.169
'0:02.288',-0.171
'0:02.289',-0.157
'0:02.290',-0.145
'0:02.291',-0.142
'0:02.292',-0.138
'0:02.293',-0.149
'0:02.294',-0.175
'0:02.295',-0.184
'0:02.296',-0.176
'0:02.297',-0.173
'0:02.298',-0.180
'0:02.299',-0.191
'0:02.300',-0.193
'0:02.301',-0.193
'0:02.302',-0.195
'0:02.303',-0.199
'0:02.304',-0.205
'0:02.305',-0.206
'0:02.306',-0.211
'0:02.307',-0.211
'0:02.308',-0.214
'0:02.309',-0.217
'0:02.310',-0.215
'0:02.311',-0.218
'0:02.312',-0.218
'0:02.313',-0.218
'0:02.314',-0.223
'0:02.315',-0.220
'0:02.316',-0.218
'0:02.317',-0.222
'0:02.318',-0.223
'0:02.319',-0.227
'0:02.320',-0.234
'0:02.321',-0.238
'0:02.322',-0.244
'0:02.323',-0.253
'0:02.324',-0.258
'0:02.325',-0.264
'0:02.326',-0.267
'0:02.327',-0.260
'0:02.328',-0.263
'0:02.329',-0.269
